Countries,Year,ACO2E,C02IACP,CBT,CC,CO2EFC,COBT,COP,CP,EBT,EC,EP,GBT,GC,GP,OBT,OC,OP,SETE,SREEP,SWSEP,TEBT,TEC,TEIGDP,TEP,Orgs
Czechia,2020,2.21,231,2.3,35.0,89,6.2,0,32.0,-10.0,59,82,7.6,9,0.0,2.4,8,6,18.4,18.4,3.8,16,40,104,24,Other
Czechia,2021,2.2,235,2.9,36.0,94,6.8,0,31.0,-11.0,61,85,8.7,9,0.0,2.2,9,7,17.9,17.9,3.5,17,43,107,25,Other
Czechia,2022,2.27,237,2.7,39.0,97,7.4,0,35.0,-14.0,59,85,8.6,8,0.0,2.2,9,8,17.5,17.5,3.8,17,43,104,26,Other
Egypt,1990,2.33,211,1.2,1.0,78,-19.6,45,0.0,0.0,36,42,0.0,8,8.0,-1.6,21,24,13.2,13.2,0.0,-21,34,90,56,Other
Egypt,1991,2.3,206,1.2,1.0,77,-18.2,45,0.0,0.0,38,44,0.0,9,9.0,-3.0,20,24,14.2,14.2,0.0,-21,34,89,57,Other
Egypt,1992,2.33,204,1.1,1.0,80,-20.1,46,0.0,0.0,39,46,0.0,10,10.0,-3.1,20,24,14.0,14.0,0.0,-23,34,88,58,Other
Egypt,1993,2.3,203,1.5,2.0,82,-19.9,48,0.0,0.0,41,48,0.0,12,12.0,-4.2,20,26,14.0,14.0,0.0,-24,36,88,61,Other
Egypt,1994,2.24,183,1.6,2.0,77,-17.8,46,0.0,0.0,43,49,0.0,12,12.0,-6.1,18,27,15.4,15.4,0.0,-23,34,82,61,Other
Egypt,1995,2.26,188,1.1,1.0,83,-17.1,47,0.0,0.0,45,52,0.0,13,13.0,-5.2,19,27,14.9,14.9,0.0,-22,37,83,61,Other
Egypt,1996,2.24,188,1.5,1.0,87,-14.4,45,0.0,0.0,49,55,0.0,13,13.0,-4.2,20,28,15.5,15.5,0.0,-18,39,84,60,Other
Egypt,1997,2.32,192,1.2,1.0,94,-12.5,44,0.0,0.0,53,58,0.0,13,13.0,-3.4,22,29,15.6,15.6,0.0,-15,40,83,59,Other
Egypt,1998,2.3,192,1.2,1.0,99,-11.0,43,0.0,0.0,57,63,0.0,14,14.0,-2.6,24,29,16.2,16.2,0.0,-13,43,84,59,Other
Egypt,1999,2.37,190,1.1,1.0,104,-13.0,42,0.0,0.0,61,68,0.0,17,17.0,-1.3,24,28,16.4,16.4,0.0,-14,44,80,61,Other
Egypt,2000,2.44,175,1.3,2.0,102,-9.9,36,0.0,0.0,64,78,0.0,18,18.0,-0.5,23,26,17.3,17.3,0.2,-10,42,72,55,Other
Egypt,2001,2.36,186,1.2,1.0,112,-4.9,35,0.0,0.0,69,83,0.0,23,23.0,-4.2,22,30,17.4,17.4,0.3,-8,47,79,59,Other
Egypt,2002,2.42,190,1.3,2.0,117,-4.8,35,0.0,-1.0,74,89,0.0,26,26.0,-5.1,23,30,17.3,17.3,0.2,-9,49,79,61,Other
Egypt,2003,2.39,190,1.3,2.0,121,-4.7,36,0.0,-1.0,80,95,0.0,29,29.0,-5.5,22,31,18.7,18.7,0.4,-10,50,79,64,Other
Egypt,2004,2.4,199,1.3,2.0,132,-1.0,33,0.0,-1.0,85,101,-3.7,28,32.0,-3.0,27,32,20.1,20.1,0.5,-6,55,83,64,Other
Egypt,2005,2.36,216,1.3,2.0,149,0.4,32,0.0,-1.0,92,109,-15.5,37,52.0,-2.8,27,32,18.6,18.6,0.5,-14,63,91,80,Other
Egypt,2006,2.36,213,1.4,1.0,157,0.6,32,0.0,0.0,98,115,-16.6,39,56.0,-1.9,28,32,18.6,18.6,0.5,-14,67,90,83,Other
Egypt,2007,2.38,215,1.3,1.0,170,0.9,33,0.0,-1.0,107,125,-16.6,43,60.0,-2.0,29,33,18.2,18.2,0.7,-14,71,90,87,Other
Egypt,2008,2.41,210,1.1,1.0,178,-2.6,35,0.0,-1.0,111,131,-17.7,45,62.0,0.8,31,32,18.8,18.8,0.7,-16,74,87,91,Other
Egypt,2009,2.41,205,1.0,1.0,182,-2.9,34,0.0,-1.0,119,139,-18.3,44,62.0,4.3,33,30,19.8,19.8,0.8,-13,75,85,90,Other
Egypt,2010,2.46,198,1.0,1.0,184,-5.7,35,0.0,-1.0,137,160,-13.0,44,57.0,4.3,34,30,21.8,21.8,1.1,-11,75,80,86,Other
Egypt,2011,2.43,201,1.6,1.0,190,-7.4,34,0.0,-2.0,138,157,-8.6,48,56.0,6.1,34,27,21.4,21.4,1.1,-7,78,83,85,Other
Egypt,2012,2.44,203,1.7,1.0,197,-6.6,34,0.0,0.0,140,164,-6.2,48,54.0,7.2,36,28,21.5,21.5,0.8,-3,81,83,84,Other
Egypt,2013,2.49,198,0.7,1.0,196,-9.0,34,0.0,0.0,138,168,-2.1,46,48.0,10.6,36,27,21.8,21.8,0.9,1,79,79,79,Other
Egypt,2014,2.44,194,0.6,1.0,198,-7.2,35,0.0,-1.0,148,175,-0.3,43,43.0,13.3,38,27,23.6,23.6,1.0,7,81,80,76,Other
Egypt,2015,2.54,193,0.6,1.0,205,-9.2,35,0.0,-1.0,150,186,6.7,45,38.0,13.2,39,27,23.3,23.3,1.2,10,81,76,71,Other
Egypt,2016,2.42,193,1.9,2.0,214,-5.4,32,0.0,0.0,144,189,8.2,51,43.0,13.7,38,25,21.7,21.7,1.5,17,89,80,72,Other
Egypt,2017,2.43,195,3.5,4.0,226,-4.5,32,0.0,0.0,156,197,6.9,61,53.0,9.2,35,26,22.3,22.3,1.5,13,93,80,81,Other
Egypt,2018,2.4,181,4.6,5.0,221,-4.9,32,0.0,-1.0,158,200,0.8,62,62.0,5.4,31,27,22.1,22.1,2.3,5,92,75,89,Other
Egypt,2019,2.21,157,3.1,3.0,203,2.3,31,0.0,-1.0,156,197,-4.9,60,69.0,-1.1,28,31,23.1,23.1,4.4,-1,92,71,94,Other
Egypt,2020,2.26,149,2.3,2.0,198,2.7,30,0.0,-2.0,161,205,0.1,61,62.0,-2.4,27,31,24.1,24.1,5.0,2,88,66,87,Other
Egypt,2021,2.28,158,4.0,4.0,217,6.1,29,0.0,-2.0,169,214,-4.9,64,72.0,-3.1,31,34,23.1,23.1,5.0,2,95,69,94,Other
Egypt,2022,2.26,147,3.5,4.0,216,3.3,30,0.0,-2.0,172,218,-2.7,62,68.0,1.2,33,33,23.5,23.5,5.2,4,96,65,92,Other
Europe,1990,2.49,307,134.2,1351.0,4428,469.7,220,1209.0,25.0,2517,2899,143.8,382,242.0,36.4,649,702,16.4,16.4,0.2,713,1779,123,1129,Other
Europe,1991,2.48,304,150.2,1243.0,4405,451.7,231,1087.0,9.0,2538,2936,141.0,396,257.0,40.2,656,698,16.5,16.5,0.2,706,1776,123,1129,Other
Europe,1992,2.46,293,149.1,1164.0,4270,446.9,246,1026.0,8.0,2532,2924,137.0,387,255.0,33.5,653,701,16.9,16.9,0.2,689,1736,119,1132,Other
Europe,1993,2.42,288,125.3,1105.0,4191,440.7,259,962.0,6.0,2526,2929,132.4,397,269.0,22.6,648,716,16.9,16.9,0.3,654,1734,119,1140,Other
Europe,1994,2.4,278,121.9,1066.0,4142,410.5,301,909.0,6.0,2560,2975,135.7,401,269.0,18.4,651,724,17.2,17.2,0.3,620,1727,116,1164,Other
Europe,1995,2.36,273,129.2,1052.0,4200,397.9,314,908.0,6.0,2633,3069,155.9,427,278.0,28.7,663,722,17.3,17.3,0.3,646,1778,116,1195,Other
Europe,1996,2.36,276,139.5,1054.0,4346,401.4,332,899.0,7.0,2717,3161,166.0,470,314.0,28.9,681,744,17.1,17.1,0.3,665,1843,117,1250,Other
Europe,1997,2.33,263,144.5,1023.0,4273,409.3,330,879.0,5.0,2761,3197,167.1,466,307.0,24.0,681,757,17.5,17.5,0.4,672,1834,113,1249,Other
Europe,1998,2.31,255,150.9,992.0,4277,436.3,327,819.0,2.0,2819,3277,174.8,476,305.0,25.7,690,778,17.8,17.8,0.5,712,1849,110,1219,Other
Europe,1999,2.3,245,146.9,931.0,4208,389.8,332,777.0,4.0,2864,3325,190.5,494,311.0,36.1,680,739,18.2,18.2,0.6,684,1832,107,1221,Other
Europe,2000,2.29,238,170.9,972.0,4249,392.6,336,777.0,4.0,2952,3436,200.7,506,320.0,38.6,667,746,18.6,18.6,0.9,714,1853,104,1229,Other
Europe,2001,2.28,237,182.0,977.0,4309,404.2,326,788.0,10.0,3022,3502,197.8,520,323.0,43.0,679,747,18.7,18.7,1.0,730,1888,104,1236,Other
Europe,2002,2.28,233,180.7,969.0,4305,398.9,325,781.0,11.0,3057,3538,204.5,522,331.0,47.4,675,742,19.0,19.0,1.3,734,1889,102,1243,Other
Europe,2003,2.29,236,199.0,997.0,4427,432.0,311,780.0,10.0,3130,3620,215.9,545,332.0,42.3,681,755,19.0,19.0,1.5,786,1937,103,1238,Other
Europe,2004,2.27,229,215.7,988.0,4438,465.9,298,765.0,6.0,3203,3704,225.7,559,341.0,27.4,682,771,19.2,19.2,2.0,826,1958,101,1234,Other
Europe,2005,2.25,222,216.4,972.0,4423,488.2,276,757.0,10.0,3262,3762,250.0,575,330.0,35.4,680,769,19.4,19.4,2.4,880,1970,99,1199,Other
Europe,2006,2.25,217,238.2,992.0,4473,506.3,255,758.0,12.0,3313,3813,264.3,573,322.0,40.7,678,770,19.7,19.7,2.6,931,1990,96,1178,Other
Europe,2007,2.26,208,239.9,1020.0,4433,502.1,242,760.0,10.0,3352,3858,261.5,573,309.0,28.3,658,760,20.1,20.1,3.2,910,1964,92,1148,Other
Europe,2008,2.22,202,237.8,972.0,4349,516.1,230,748.0,14.0,3385,3884,269.5,587,325.0,33.2,650,756,20.3,20.3,3.7,936,1962,91,1155,Other
Europe,2009,2.18,196,196.1,904.0,4045,464.4,219,723.0,8.0,3228,3709,250.8,551,307.0,46.0,615,702,20.4,20.4,4.4,855,1857,90,1113,Other
Europe,2010,2.16,198,198.2,915.0,4179,475.8,202,705.0,12.0,3377,3866,268.8,597,317.0,45.4,611,696,20.4,20.4,5.0,887,1932,91,1127,Other
Europe,2011,2.17,188,220.4,960.0,4067,478.6,184,738.0,14.0,3329,3822,267.2,551,292.0,36.7,589,686,21.0,21.0,6.6,894,1873,87,1085,Other
Europe,2012,2.17,187,235.6,968.0,4046,494.6,170,730.0,8.0,3341,3849,241.8,538,294.0,15.7,572,682,21.1,21.1,7.9,876,1862,86,1082,Other
Europe,2013,2.14,181,230.9,922.0,3946,478.4,161,689.0,9.0,3320,3823,239.4,529,287.0,25.6,559,656,21.1,21.1,9.2,867,1843,84,1065,Other
Europe,2014,2.13,169,228.6,890.0,3777,470.3,161,663.0,5.0,3257,3753,218.6,483,269.0,26.1,551,651,21.4,21.4,10.2,841,1777,80,1042,Other
Europe,2015,2.13,167,212.9,880.0,3833,499.2,170,653.0,4.0,3314,3815,230.1,499,261.0,16.0,566,686,21.3,21.3,11.8,858,1804,79,1048,Other
Europe,2016,2.11,164,194.9,841.0,3850,488.9,170,624.0,7.0,3363,3852,254.6,528,260.0,23.7,574,681,21.3,21.3,11.9,866,1824,78,1042,Other
Europe,2017,2.1,161,204.4,846.0,3904,507.4,168,635.0,5.0,3405,3900,291.8,554,261.0,19.0,584,700,21.1,21.1,13.6,912,1858,77,1042,Other
Europe,2018,2.07,155,199.8,827.0,3821,494.1,167,628.0,12.0,3418,3898,301.6,542,247.0,30.3,573,686,21.3,21.3,14.4,916,1845,75,1042,Other
Europe,2019,2.01,145,166.8,712.0,3656,495.6,163,552.0,18.0,3383,3839,338.8,548,229.0,39.9,570,682,21.2,21.2,16.5,939,1815,72,1014,Other
Europe,2020,1.97,141,126.0,605.0,3349,406.6,172,461.0,5.0,3272,3729,305.5,533,212.0,29.7,521,601,21.6,21.6,19.0,788,1704,72,976,Other
Europe,2021,2.01,142,140.1,662.0,3587,420.5,165,497.0,13.0,3415,3879,337.0,568,203.0,21.4,550,618,21.3,21.3,18.5,832,1784,71,988,Other
Europe,2022,2.05,134,160.3,677.0,3514,471.8,156,521.0,16.0,3315,3770,309.0,498,215.0,30.9,553,651,21.5,21.5,21.7,882,1713,65,963,Other
European Union,1990,2.47,314,114.3,1114.0,3561,510.4,40,994.0,34.0,1989,2275,153.7,312,164.0,34.5,524,565,15.9,15.9,0.2,746,1442,127,746,Other
European Union,1991,2.47,310,124.4,1012.0,3543,502.5,39,881.0,3.0,2003,2317,150.8,320,171.0,43.4,532,559,16.0,16.0,0.2,750,1437,126,731,Other
European Union,1992,2.44,297,122.1,941.0,3417,511.9,39,829.0,5.0,1994,2303,148.0,311,169.0,37.9,532,563,16.4,16.4,0.3,749,1398,121,719,Other
European Union,1993,2.41,294,100.5,904.0,3356,513.0,39,788.0,5.0,1985,2303,144.8,315,173.0,30.3,524,572,16.5,16.5,0.3,727,1393,122,712,Other
European Union,1994,2.4,284,100.8,880.0,3334,525.8,41,762.0,3.0,2019,2340,151.4,315,168.0,24.7,530,583,16.7,16.7,0.3,741,1389,118,702,Other
European Union,1995,2.36,280,106.1,862.0,3382,527.0,40,750.0,4.0,2068,2409,172.3,336,170.0,33.4,540,581,16.8,16.8,0.3,778,1433,119,708,Other
European Union,1996,2.35,283,111.8,864.0,3481,541.2,40,743.0,-18.0,2126,2495,190.6,365,182.0,34.4,552,596,16.6,16.6,0.4,810,1479,120,725,Other
European Union,1997,2.32,270,113.3,830.0,3415,549.5,41,715.0,-10.0,2159,2506,195.5,357,168.0,31.4,554,608,17.0,17.0,0.5,821,1471,116,718,Other
European Union,1998,2.3,262,116.7,788.0,3406,576.9,40,650.0,-12.0,2198,2560,204.7,363,161.0,28.1,565,632,17.2,17.2,0.6,855,1480,114,688,Other
European Union,1999,2.29,251,116.1,749.0,3354,541.9,41,625.0,-1.0,2231,2586,226.3,373,154.0,33.4,557,602,17.6,17.6,0.7,843,1466,110,679,Other
European Union,2000,2.28,242,132.5,771.0,3360,548.6,44,625.0,9.0,2297,2658,241.4,380,150.0,30.4,544,611,18.1,18.1,1.0,871,1476,106,680,Other
European Union,2001,2.26,240,138.1,779.0,3420,557.2,43,634.0,-3.0,2359,2734,237.4,393,153.0,32.7,558,614,18.1,18.1,1.2,881,1512,106,689,Other
European Union,2002,2.26,237,140.6,782.0,3418,540.6,48,635.0,7.0,2388,2757,255.0,394,151.0,41.4,552,607,18.5,18.5,1.5,891,1514,105,693,Other
European Union,2003,2.26,240,151.2,804.0,3502,556.7,48,637.0,-2.0,2455,2837,269.3,412,145.0,35.8,556,618,18.5,18.5,1.9,921,1549,106,698,Other
European Union,2004,2.24,234,162.8,795.0,3506,568.6,48,627.0,-12.0,2509,2908,272.3,422,158.0,25.4,556,628,18.7,18.7,2.4,934,1567,105,714,Other
European Union,2005,2.22,228,153.4,771.0,3489,571.8,47,618.0,7.0,2542,2927,293.0,437,148.0,27.8,554,630,18.9,18.9,2.9,955,1575,103,707,Other
European Union,2006,2.21,221,165.8,776.0,3506,573.8,44,611.0,0.0,2586,2974,301.4,435,148.0,26.8,550,631,19.2,19.2,3.1,971,1586,100,707,Other
European Union,2007,2.21,211,173.5,792.0,3456,566.5,43,602.0,11.0,2608,2988,286.2,429,141.0,16.5,533,625,19.7,19.7,3.8,944,1563,95,693,Other
European Union,2008,2.17,205,174.6,744.0,3384,569.2,40,580.0,12.0,2624,2999,296.8,439,148.0,19.9,527,624,19.7,19.7,4.4,960,1560,94,701,Other
European Union,2009,2.13,198,137.8,685.0,3134,524.7,37,556.0,17.0,2498,2846,280.9,413,139.0,24.5,496,581,19.8,19.8,5.2,884,1470,93,671,Other
European Union,2010,2.12,201,148.9,700.0,3238,521.3,35,545.0,5.0,2612,2984,289.0,447,148.0,23.8,493,577,19.9,19.9,5.8,896,1529,95,699,Other
European Union,2011,2.12,191,162.5,732.0,3143,505.4,33,571.0,1.0,2565,2942,280.2,412,139.0,21.9,475,563,20.4,20.4,7.6,879,1481,90,685,Other
European Union,2012,2.12,190,160.2,735.0,3096,511.4,32,574.0,7.0,2565,2939,265.4,404,134.0,-5.3,457,563,20.5,20.5,9.1,844,1461,89,689,Other
European Union,2013,2.09,185,152.3,705.0,3018,493.5,32,546.0,-2.0,2540,2921,255.7,394,135.0,0.2,443,539,20.5,20.5,10.4,820,1445,89,690,Other
European Union,2014,2.07,174,154.2,684.0,2883,491.7,32,528.0,-5.0,2488,2861,238.5,352,117.0,-4.1,438,543,20.8,20.8,11.4,799,1392,84,672,Other
European Union,2015,2.08,172,152.7,680.0,2931,526.3,31,519.0,-7.0,2530,2907,260.1,366,98.0,-18.5,445,570,20.9,20.9,12.9,834,1408,83,654,Other
European Union,2016,2.08,170,146.0,643.0,2944,520.4,28,479.0,1.0,2561,2928,279.7,387,96.0,-17.9,447,570,20.8,20.8,13.0,843,1419,82,639,Other
European Union,2017,2.06,166,152.7,646.0,2972,533.2,28,489.0,-5.0,2586,2961,318.3,408,89.0,-23.0,455,582,20.6,20.6,14.6,882,1443,81,633,Other
European Union,2018,2.03,159,146.6,621.0,2902,524.4,27,474.0,9.0,2587,2943,326.3,401,79.0,-14.2,447,574,20.7,20.7,15.1,886,1432,78,631,Other
European Union,2019,1.96,148,117.8,508.0,2762,516.9,26,395.0,3.0,2559,2907,363.0,412,70.0,3.7,446,563,20.6,20.6,17.3,908,1407,76,610,Other
European Union,2020,1.91,143,77.7,410.0,2499,451.2,24,316.0,14.0,2461,2789,328.4,399,56.0,2.1,407,496,21.0,21.0,19.8,792,1311,75,565,Other
European Union,2021,1.95,145,93.8,460.0,2679,459.7,23,346.0,7.0,2567,2911,340.6,418,51.0,-7.7,431,512,20.6,20.6,19.3,812,1374,74,587,Other
European Union,2022,2.0,137,113.9,471.0,2629,500.5,21,356.0,40.0,2488,2806,336.1,363,47.0,-4.4,433,540,20.9,20.9,22.6,868,1313,69,551,Other
France,1990,1.6,194,19.8,31.0,359,75.3,3,14.0,-45.0,323,421,27.9,28,3.0,11.1,80,78,18.0,18.0,0.1,120,224,121,111,Other
France,1991,1.64,207,21.6,34.0,388,77.6,4,13.0,-53.0,347,456,29.5,32,3.0,14.0,86,81,17.8,17.8,0.1,127,237,127,118,Other
France,1992,1.61,198,21.8,30.0,376,76.0,4,12.0,-54.0,356,464,30.6,32,3.0,12.2,85,80,18.3,18.3,0.1,124,233,123,120,Other
France,1993,1.51,189,13.9,23.0,357,77.4,3,11.0,-61.0,356,473,29.1,33,3.0,9.5,83,82,18.8,18.8,0.1,116,237,126,126,Other
France,1994,1.52,182,12.1,23.0,351,76.4,3,10.0,-63.0,363,477,30.2,33,4.0,8.2,82,80,19.3,19.3,0.1,113,230,119,123,Other
France,1995,1.51,183,13.5,25.0,361,78.2,3,10.0,-70.0,368,494,31.7,33,3.0,9.4,84,82,19.2,19.2,0.1,118,239,121,127,Other
France,1996,1.5,187,16.1,25.0,375,83.3,3,9.0,-69.0,384,513,34.4,37,3.0,6.2,85,86,19.2,19.2,0.1,124,250,125,131,Other
France,1997,1.5,179,14.5,23.0,366,87.0,2,7.0,-65.0,382,505,34.0,37,3.0,2.3,85,91,19.3,19.3,0.1,123,244,119,128,Other
France,1998,1.55,183,19.5,27.0,389,89.1,2,6.0,-58.0,393,511,34.4,37,2.0,5.3,89,94,19.4,19.4,0.1,132,251,118,125,Other
France,1999,1.53,176,18.5,24.0,385,80.8,2,6.0,-63.0,401,526,39.9,39,2.0,11.5,88,85,19.8,19.8,0.1,134,251,115,127,Other
France,2000,1.51,168,19.7,24.0,384,83.9,2,4.0,-69.0,410,540,40.3,40,2.0,9.2,86,89,20.1,20.1,0.1,136,254,112,130,Other
France,2001,1.48,166,16.7,20.0,386,86.4,2,3.0,-68.0,421,550,39.3,42,2.0,8.0,89,91,20.0,20.0,0.1,134,260,112,132,Other
France,2002,1.45,161,19.1,21.0,378,80.1,2,2.0,-77.0,419,559,41.2,42,2.0,12.9,86,84,20.4,20.4,0.1,136,261,111,134,Other
France,2003,1.44,162,17.9,21.0,384,85.4,2,2.0,-66.0,437,567,42.4,44,2.0,8.1,86,87,20.7,20.7,0.2,139,267,113,135,Other
France,2004,1.42,158,19.9,20.0,385,85.0,2,1.0,-62.0,449,574,43.9,46,1.0,8.6,86,88,21.1,21.1,0.2,142,271,111,136,Other
France,2005,1.43,156,20.6,22.0,388,84.1,1,1.0,-60.0,451,576,47.0,47,1.0,9.9,85,86,21.4,21.4,0.3,145,272,110,137,Other
France,2006,1.41,149,21.2,21.0,379,82.0,1,0.0,-63.0,446,575,44.7,45,1.0,10.7,85,87,21.9,21.9,0.5,142,268,105,136,Other
France,2007,1.4,142,19.2,22.0,370,81.2,1,0.0,-57.0,448,570,42.9,45,1.0,10.0,83,86,22.3,22.3,0.9,138,265,102,134,Other
France,2008,1.36,139,21.6,20.0,363,83.3,1,0.0,-48.0,461,574,45.2,46,1.0,5.5,80,88,22.6,22.6,1.1,139,266,102,136,Other
France,2009,1.36,137,15.9,17.0,347,71.8,1,0.0,-26.0,448,536,44.9,45,1.0,13.8,77,78,22.8,22.8,1.6,134,255,101,129,Other
France,2010,1.34,136,18.7,18.0,352,64.2,1,0.0,-31.0,472,569,45.8,48,1.0,17.8,75,71,23.6,23.6,2.0,132,263,102,135,Other
France,2011,1.32,129,17.4,16.0,339,64.6,1,0.0,-56.0,440,573,43.6,43,1.0,20.5,75,72,23.3,23.3,2.8,131,258,98,136,Other
France,2012,1.34,130,18.4,18.0,344,57.4,1,0.0,-45.0,454,573,42.1,45,1.0,24.8,74,61,23.7,23.7,3.6,129,257,97,135,Other
France,2013,1.33,129,18.9,19.0,344,56.6,1,0.0,-48.0,459,582,43.2,45,0.0,24.4,72,58,23.7,23.7,3.9,129,259,97,137,Other
France,2014,1.26,116,14.8,14.0,313,54.8,1,0.0,-67.0,434,573,38.3,38,0.0,24.6,71,58,23.8,23.8,4.3,119,248,92,138,Other
France,2015,1.26,117,14.0,14.0,318,58.2,1,0.0,-64.0,443,579,39.0,40,0.0,22.0,71,60,24.0,24.0,5.2,120,252,93,139,Other
France,2016,1.29,116,13.0,13.0,319,56.0,1,0.0,-42.0,451,564,42.8,44,0.0,20.9,70,59,24.2,24.2,5.5,122,248,90,131,Other
France,2017,1.32,116,15.6,15.0,326,57.7,1,0.0,-40.0,448,562,42.6,44,0.0,21.0,70,59,24.0,24.0,6.3,126,247,88,129,Other
France,2018,1.29,111,14.0,13.0,317,53.2,1,0.0,-63.0,446,582,43.5,42,0.0,22.3,67,56,24.5,24.5,7.0,120,246,86,135,Other
France,2019,1.27,106,11.0,11.0,309,48.5,1,0.0,-58.0,441,571,44.1,42,0.0,27.8,67,51,24.4,24.4,8.4,120,242,83,131,Other
France,2020,1.26,102,7.7,8.0,274,33.1,1,0.0,-45.0,420,532,37.2,39,0.0,30.3,60,37,25.4,25.4,10.2,100,218,81,120,Other
France,2021,1.29,105,9.4,11.0,302,33.9,1,0.0,-45.0,442,555,40.0,42,0.0,32.7,64,36,24.6,24.6,9.7,107,234,81,127,Other
France,2022,1.36,98,9.2,10.0,289,40.9,1,0.0,16.0,425,473,41.2,38,0.0,27.7,62,42,25.0,25.0,12.5,116,212,72,105,Other
G7,1990,2.47,376,54.8,1600.0,8625,774.9,611,1552.0,4.0,5236,6079,166.5,855,707.0,115.4,1391,1381,18.1,18.1,0.7,1079,3489,152,2530,G7
G7,1991,2.44,371,67.0,1519.0,8608,772.6,610,1444.0,2.0,5441,6223,173.1,883,717.0,95.3,1386,1387,18.7,18.7,0.7,1066,3525,152,2531,G7
G7,1992,2.42,365,81.3,1476.0,8641,812.0,612,1389.0,-4.0,5474,6263,175.8,900,732.0,86.5,1406,1411,18.7,18.7,0.8,1108,3567,151,2545,G7
G7,1993,2.41,363,91.2,1463.0,8699,851.1,611,1300.0,-3.0,5585,6400,178.2,936,763.0,63.5,1413,1446,18.9,18.9,0.8,1135,3613,151,2529,G7
G7,1994,2.4,357,98.3,1454.0,8813,856.3,632,1342.0,-6.0,5737,6562,179.0,958,801.0,67.3,1440,1461,19.1,19.1,0.8,1147,3675,149,2627,G7
G7,1995,2.38,352,92.9,1452.0,8908,832.0,637,1333.0,-10.0,5883,6740,188.3,1002,810.0,70.7,1444,1457,19.2,19.2,0.8,1134,3743,148,2664,G7
G7,1996,2.39,352,100.9,1490.0,9162,861.3,639,1347.0,-20.0,6039,6925,208.2,1049,837.0,79.6,1477,1488,19.1,19.1,0.8,1195,3836,148,2711,G7
G7,1997,2.44,350,119.8,1497.0,9380,904.5,641,1356.0,-14.0,6115,6965,207.9,1071,843.0,59.6,1523,1522,19.3,19.3,0.8,1231,3851,144,2715,G7
G7,1998,2.43,341,135.4,1490.0,9413,915.7,639,1352.0,-5.0,6253,7114,205.9,1065,850.0,70.6,1548,1539,19.8,19.8,0.8,1266,3871,140,2724,G7
G7,1999,2.4,333,165.0,1480.0,9465,893.2,623,1320.0,-6.0,6394,7241,224.6,1092,861.0,87.3,1566,1517,19.7,19.7,0.8,1294,3937,138,2710,G7
G7,2000,2.4,328,199.8,1541.0,9670,928.7,616,1284.0,-10.0,6621,7496,228.2,1133,884.0,90.4,1545,1537,20.0,20.0,0.8,1361,4028,137,2710,G7
G7,2001,2.42,324,238.6,1531.0,9664,947.0,604,1336.0,-7.0,6601,7305,225.0,1102,896.0,88.6,1561,1528,20.1,20.1,0.9,1404,3989,134,2723,G7
G7,2002,2.38,316,245.0,1546.0,9537,924.7,609,1304.0,-5.0,6723,7539,236.1,1127,874.0,79.7,1521,1519,20.5,20.5,1.0,1385,4011,133,2698,G7
G7,2003,2.39,314,259.2,1586.0,9660,973.3,598,1275.0,-17.0,6794,7598,244.6,1122,874.0,80.0,1539,1544,20.4,20.4,1.1,1454,4045,131,2658,G7
G7,2004,2.36,307,289.2,1596.0,9723,1022.8,580,1324.0,-11.0,6913,7753,266.7,1129,849.0,76.4,1566,1574,20.5,20.5,1.3,1541,4119,130,2674,G7
G7,2005,2.35,300,285.9,1608.0,9734,1046.7,548,1337.0,-6.0,7044,7925,281.9,1126,828.0,89.0,1559,1569,21.0,21.0,1.4,1588,4134,127,2646,G7
G7,2006,2.33,288,309.9,1602.0,9598,1026.6,550,1358.0,-28.0,7050,7950,298.6,1117,833.0,82.1,1531,1552,21.1,21.1,1.6,1593,4117,123,2671,G7
G7,2007,2.35,284,295.1,1632.0,9689,1014.8,554,1350.0,-21.0,7202,8042,308.1,1163,840.0,43.4,1500,1548,21.6,21.6,1.9,1539,4123,121,2665,G7
G7,2008,2.33,276,273.5,1597.0,9394,996.8,542,1358.0,-16.0,7149,8033,310.4,1171,850.0,11.3,1421,1526,21.9,21.9,2.2,1474,4036,118,2675,G7
G7,2009,2.28,267,227.2,1434.0,8758,894.6,558,1255.0,10.0,6837,7689,306.4,1135,838.0,6.3,1345,1428,22.0,22.0,2.7,1336,3835,117,2624,G7
G7,2010,2.31,271,225.2,1511.0,9131,888.0,573,1267.0,2.0,7132,8040,327.2,1204,846.0,5.8,1369,1447,22.1,22.1,3.2,1346,3947,117,2674,G7
G7,2011,2.31,259,188.9,1465.0,8896,854.6,584,1283.0,-8.0,7046,7951,327.0,1204,880.0,-15.1,1315,1403,22.4,22.4,4.1,1269,3848,112,2677,G7
G7,2012,2.31,253,189.0,1393.0,8779,796.2,639,1214.0,-10.0,6990,7886,318.9,1236,902.0,-28.2,1298,1384,22.5,22.5,4.9,1200,3801,109,2691,G7
G7,2013,2.31,252,213.7,1427.0,8873,720.3,702,1179.0,-19.0,7033,7937,316.6,1248,904.0,-28.8,1297,1376,22.1,22.1,5.7,1129,3847,109,2764,G7
G7,2014,2.29,244,218.8,1393.0,8743,644.6,791,1186.0,-29.0,6991,7893,287.9,1237,956.0,-41.7,1285,1378,22.2,22.2,6.5,1013,3821,106,2917,G7
