Countries,Year,ACO2E,C02IACP,CBT,CC,CO2EFC,COBT,COP,CP,EBT,EC,EP,GBT,GC,GP,OBT,OC,OP,SETE,SREEP,SWSEP,TEBT,TEC,TEIGDP,TEP,Orgs
South Africa,2003,2.91,656,-69.9,171.0,349,20.8,5,239.0,-2.0,196,234,0.0,1,1.0,-5.1,12,16,31.5,31.5,0.0,-25,120,225,149,Other
South Africa,2004,2.87,669,-66.3,181.0,372,19.0,6,243.0,-3.0,199,245,1.4,3,2.0,-2.8,12,14,30.5,30.5,0.0,-21,130,233,153,Other
South Africa,2005,2.9,621,-69.6,179.0,364,20.3,5,245.0,-2.0,204,245,1.2,3,2.0,-4.6,13,17,30.9,30.9,0.0,-23,125,214,153,Other
South Africa,2006,2.87,589,-66.9,181.0,364,17.4,5,245.0,-3.0,210,254,1.4,3,2.0,-1.0,14,13,31.4,31.4,0.0,-21,127,205,151,Other
South Africa,2007,2.82,594,-65.2,187.0,387,19.0,5,248.0,-3.0,219,263,2.4,4,2.0,4.7,18,12,30.3,30.3,0.0,-12,137,211,152,Other
South Africa,2008,2.83,619,-55.5,202.0,416,21.1,4,252.0,-4.0,213,258,2.8,4,2.0,3.9,17,14,29.3,29.3,0.0,-5,147,219,156,Other
South Africa,2009,2.64,592,-50.0,187.0,392,25.0,4,249.0,-2.0,205,250,2.5,4,1.0,4.1,17,13,26.8,26.8,0.0,2,148,224,155,Other
South Africa,2010,2.99,614,-65.1,193.0,419,19.3,4,255.0,-2.0,214,260,3.2,5,2.0,4.4,18,14,30.8,30.8,0.0,-11,140,205,157,Other
South Africa,2011,2.81,569,-66.4,182.0,401,20.7,5,253.0,-3.0,216,263,3.3,5,1.0,6.1,19,13,31.1,31.1,0.0,-8,143,203,156,Other
South Africa,2012,3.06,585,-73.4,190.0,421,18.9,5,259.0,-5.0,209,258,3.8,5,1.0,4.6,19,14,28.8,28.8,0.0,-15,138,191,158,Other
South Africa,2013,3.15,581,-73.7,192.0,429,18.7,5,256.0,-5.0,209,256,3.8,5,1.0,4.5,20,14,27.5,27.5,0.0,-16,136,185,157,Other
South Africa,2014,3.07,587,-68.2,200.0,440,21.3,5,261.0,-3.0,211,253,3.8,5,1.0,4.5,19,14,27.7,27.7,0.8,-10,143,191,159,Other
South Africa,2015,3.05,548,-75.5,186.0,416,19.7,6,256.0,-2.0,207,250,4.1,5,1.0,5.2,20,15,27.9,27.9,1.9,-15,137,180,156,Other
South Africa,2016,2.96,545,-69.4,189.0,416,20.9,5,256.0,-6.0,220,253,4.1,5,1.0,3.3,19,14,30.1,30.1,2.7,-12,141,184,157,Other
South Africa,2017,3.04,552,-70.5,189.0,427,16.8,5,257.0,-7.0,219,255,4.2,5,1.0,6.7,22,14,27.4,27.4,3.5,-13,140,181,157,Other
South Africa,2018,3.13,549,-77.3,191.0,430,20.3,5,256.0,-5.0,219,256,4.2,5,1.0,6.2,21,14,28.0,28.0,4.2,-14,137,175,156,Other
South Africa,2019,3.22,560,-76.9,197.0,440,18.2,5,258.0,-5.0,214,253,4.1,5,1.0,5.3,20,14,29.0,29.0,4.5,-17,137,174,158,Other
South Africa,2020,2.96,532,-72.6,173.0,391,13.2,5,247.0,-4.0,202,240,4.0,5,1.0,8.8,19,9,28.9,28.9,4.6,-16,132,180,151,Other
South Africa,2021,3.0,499,-62.9,165.0,385,10.4,5,229.0,-4.0,206,244,4.4,6,1.0,12.6,21,7,29.9,29.9,5.5,-9,128,166,141,Other
South Africa,2022,3.0,467,-68.7,155.0,367,5.5,5,225.0,-2.0,201,235,4.4,5,1.0,15.6,21,5,29.9,29.9,6.0,-14,122,156,139,Other
South Korea,1990,2.62,460,23.7,45.0,243,41.8,0,17.0,0.0,94,105,3.0,3,0.0,8.6,48,42,11.8,11.8,0.0,70,93,175,22,Other
South Korea,1991,2.68,456,29.1,43.0,268,54.2,0,15.0,0.0,104,115,3.6,4,0.0,3.5,58,57,11.7,11.7,0.0,82,100,170,22,Other
South Korea,1992,2.62,467,30.8,40.0,291,69.1,0,12.0,0.0,115,126,4.5,5,0.0,3.1,69,71,11.6,11.6,0.0,97,111,178,20,Other
South Korea,1993,2.55,477,37.4,42.0,317,76.1,0,9.0,0.0,128,145,5.8,6,0.0,5.1,76,76,11.7,11.7,0.0,112,124,187,20,Other
South Korea,1994,2.59,471,41.0,43.0,342,79.5,0,7.0,0.0,147,164,7.7,8,0.0,10.2,81,80,12.4,12.4,0.0,125,132,182,19,Other
South Korea,1995,2.57,466,45.8,44.0,372,87.4,0,6.0,0.0,163,184,9.2,9,0.0,8.4,88,89,12.8,12.8,0.0,135,145,181,21,Other
South Korea,1996,2.51,460,46.1,50.0,396,99.9,0,5.0,0.0,182,205,12.5,12,0.0,5.0,91,100,13.4,13.4,0.0,147,157,183,22,Other
South Korea,1997,2.44,458,52.0,54.0,418,121.1,0,5.0,0.0,201,225,15.2,15,0.0,-9.1,97,121,13.9,13.9,0.0,160,171,187,24,Other
South Korea,1998,2.31,417,53.6,56.0,361,113.7,0,4.0,0.0,193,218,13.8,14,0.0,-19.2,79,114,14.9,14.9,0.0,142,156,180,27,Other
South Korea,1999,2.28,409,54.6,59.0,395,120.5,0,4.0,0.0,214,238,16.9,17,0.0,-18.0,87,120,14.9,14.9,0.0,153,173,179,31,Other
South Korea,2000,2.34,414,61.5,71.0,436,123.2,1,8.0,0.0,263,290,19.0,19,0.0,-16.4,90,122,16.9,16.9,0.0,164,187,177,34,Other
South Korea,2001,2.36,404,62.3,74.0,446,118.8,1,8.0,0.0,282,311,21.1,21,0.0,-15.4,89,119,17.7,17.7,0.0,163,189,171,35,Other
South Korea,2002,2.32,387,72.0,75.0,460,108.1,1,3.0,0.0,301,332,23.3,23,0.0,-4.6,90,111,18.3,18.3,0.0,172,199,167,35,Other
South Korea,2003,2.28,377,73.8,80.0,463,108.0,0,3.0,0.0,318,345,25.4,24,0.0,-2.7,90,111,19.0,19.0,0.0,178,203,165,38,Other
South Korea,2004,2.34,378,79.7,81.0,488,114.2,0,3.0,0.0,338,368,28.9,29,0.0,-9.6,88,116,20.1,20.1,0.0,183,208,161,38,Other
South Korea,2005,2.34,366,77.1,83.0,493,115.0,1,3.0,0.0,358,389,29.1,30,0.0,-15.0,88,120,20.9,20.9,0.0,176,210,156,43,Other
South Korea,2006,2.32,350,80.0,86.0,496,120.4,1,3.0,0.0,371,404,33.0,32,0.0,-16.9,87,123,21.5,21.5,0.1,186,214,151,44,Other
South Korea,2007,2.33,345,88.8,93.0,517,118.5,1,3.0,0.0,393,427,33.4,35,0.0,-15.2,89,123,21.9,21.9,0.1,190,222,148,43,Other
South Korea,2008,2.34,343,100.3,104.0,530,116.3,1,3.0,0.0,408,446,37.2,36,0.0,-18.5,84,120,22.3,22.3,0.2,195,227,147,45,Other
South Korea,2009,2.37,348,103.2,108.0,542,115.0,1,3.0,0.0,415,455,33.7,34,1.0,-12.6,87,117,22.6,22.6,0.3,198,229,147,44,Other
South Korea,2010,2.38,357,119.2,120.0,594,118.7,1,2.0,0.0,458,500,43.8,43,1.0,-12.7,89,120,23.3,23.3,0.4,221,250,150,45,Other
South Korea,2011,2.4,363,129.6,130.0,626,124.9,1,2.0,0.0,481,523,46.7,46,0.0,-21.4,89,128,23.6,23.6,0.4,227,261,151,47,Other
South Korea,2012,2.39,357,124.6,128.0,631,128.2,1,2.0,0.0,493,535,47.8,50,0.0,-21.0,92,132,23.6,23.6,0.5,229,263,149,46,Other
South Korea,2013,2.38,345,126.9,126.0,628,122.8,1,2.0,0.0,498,542,53.2,53,0.0,-16.2,92,127,23.5,23.5,0.7,234,264,145,44,Other
South Korea,2014,2.33,332,131.4,131.0,624,125.8,1,2.0,0.0,499,551,49.1,47,0.0,-18.9,93,129,23.3,23.3,0.9,233,268,143,49,Other
South Korea,2015,2.34,330,134.3,135.0,638,139.0,1,2.0,0.0,507,553,43.4,44,0.0,-24.6,98,140,23.2,23.2,1.2,237,273,141,51,Other
South Korea,2016,2.32,329,134.8,135.0,655,145.8,1,2.0,0.0,530,563,44.2,47,0.0,-23.3,102,146,23.6,23.6,1.5,247,282,142,51,Other
South Korea,2017,2.36,324,139.2,139.0,665,151.2,1,1.0,0.0,538,567,48.7,49,0.0,-28.2,103,153,23.3,23.3,2.0,249,282,137,49,Other
South Korea,2018,2.37,316,135.9,139.0,667,151.1,1,1.0,0.0,545,590,55.4,54,0.0,-29.1,100,159,23.8,23.8,2.4,253,282,133,45,Other
South Korea,2019,2.33,302,137.1,133.0,653,145.0,1,1.0,0.0,538,581,53.7,52,0.0,-27.6,102,158,23.4,23.4,3.2,247,280,130,48,Other
South Korea,2020,2.21,284,123.8,116.0,609,133.4,1,1.0,0.0,528,579,53.6,54,0.0,-21.6,96,147,23.9,23.9,4.3,234,276,129,53,Other
South Korea,2021,2.11,276,125.9,116.0,615,131.0,1,1.0,0.0,553,606,60.9,60,0.0,-13.0,104,148,23.5,23.5,5.5,248,292,131,53,Other
South Korea,2022,2.03,261,125.4,110.0,597,141.0,1,1.0,0.0,568,625,61.5,59,0.0,-22.3,102,158,24.3,24.3,6.0,249,294,129,58,Other
Spain,1990,2.36,207,10.9,48.0,207,53.3,1,36.0,0.0,129,152,4.3,6,1.0,-4.6,44,53,17.4,17.4,0.0,58,88,88,35,Other
Spain,1991,2.38,211,13.1,48.0,216,52.9,1,33.0,-1.0,132,156,5.1,6,1.0,-3.5,46,55,17.0,17.0,0.0,61,91,89,34,Other
Spain,1992,2.46,220,14.3,47.0,227,54.9,1,33.0,1.0,134,159,5.6,7,1.0,-2.7,48,57,17.2,17.2,0.1,65,92,89,34,Other
Spain,1993,2.4,208,12.8,45.0,213,52.5,1,32.0,1.0,134,157,5.9,7,1.0,-2.6,46,54,17.5,17.5,0.1,61,89,87,33,Other
Spain,1994,2.37,211,12.0,43.0,222,54.8,1,30.0,2.0,140,162,7.5,7,0.0,-0.7,49,56,17.4,17.4,0.1,67,94,89,32,Other
Spain,1995,2.31,217,14.7,43.0,233,55.7,1,28.0,4.0,146,167,8.7,9,0.0,3.0,52,56,17.3,17.3,0.2,76,101,94,31,Other
Spain,1996,2.25,202,12.5,37.0,223,54.9,1,27.0,1.0,152,174,9.6,10,0.0,3.0,51,54,18.0,18.0,0.2,75,99,90,33,Other
Spain,1997,2.3,212,11.3,41.0,243,56.6,0,26.0,-3.0,163,190,13.3,13,0.0,5.8,53,57,18.3,18.3,0.4,81,106,92,32,Other
Spain,1998,2.26,210,14.2,40.0,251,60.7,1,26.0,3.0,170,195,13.9,13,0.0,6.7,57,62,17.9,17.9,0.7,89,111,93,32,Other
Spain,1999,2.34,218,19.8,43.0,272,58.9,0,24.0,6.0,182,208,16.1,15,0.0,10.1,59,61,18.7,18.7,1.3,96,116,93,31,Other
Spain,2000,2.37,219,21.0,46.0,288,58.8,0,23.0,4.0,195,224,17.9,18,0.0,12.2,61,60,18.7,18.7,2.1,100,122,92,31,Other
Spain,2001,2.31,211,18.4,42.0,289,57.8,0,23.0,3.0,207,236,18.3,19,1.0,15.0,63,58,19.0,19.0,2.9,100,125,91,33,Other
Spain,2002,2.38,218,24.1,46.0,306,57.7,0,22.0,5.0,212,245,21.9,22,1.0,16.7,64,58,19.2,19.2,3.8,109,128,91,32,Other
Spain,2003,2.36,217,21.0,42.0,314,58.0,0,21.0,1.0,224,261,24.4,25,0.0,17.2,65,58,19.3,19.3,4.6,109,133,92,33,Other
Spain,2004,2.37,220,23.7,45.0,329,59.5,0,20.0,-3.0,237,280,28.4,28,0.0,17.5,67,60,19.8,19.8,6.7,116,139,93,33,Other
Spain,2005,2.41,221,24.3,44.0,343,60.2,0,19.0,-1.0,248,294,34.9,34,0.0,19.3,68,61,20.2,20.2,8.9,124,142,92,31,Other
Spain,2006,2.37,208,22.8,39.0,336,61.2,0,18.0,-3.0,254,299,36.6,36,0.0,18.0,66,61,21.1,21.1,7.9,124,142,88,31,Other
Spain,2007,2.41,207,22.5,41.0,346,59.0,0,17.0,-6.0,258,305,36.4,37,0.0,19.9,67,60,21.0,21.0,9.3,124,144,86,30,Other
Spain,2008,2.29,189,18.7,26.0,318,60.5,0,10.0,-11.0,261,314,40.7,40,0.0,16.5,63,60,22.1,22.1,11.4,123,139,83,30,Other
Spain,2009,2.2,174,15.6,19.0,282,56.0,0,9.0,-8.0,247,295,35.5,36,0.0,15.1,59,57,22.4,22.4,15.1,111,128,79,30,Other
Spain,2010,2.1,166,11.2,15.0,269,56.2,0,8.0,-8.0,250,302,35.6,36,0.0,12.8,57,57,22.6,22.6,17.1,107,128,79,34,Other
Spain,2011,2.16,169,14.8,25.0,272,56.4,0,7.0,-6.0,249,294,33.8,33,0.0,9.9,54,57,23.2,23.2,17.9,106,126,78,32,Other
Spain,2012,2.15,172,20.2,28.0,268,59.9,0,6.0,-11.0,246,298,32.3,32,0.0,-0.6,49,61,24.1,24.1,20.7,100,125,80,33,Other
Spain,2013,2.08,157,13.0,21.0,242,59.8,0,4.0,-7.0,235,286,29.7,30,0.0,-4.2,47,60,24.1,24.1,24.1,90,116,75,34,Other
Spain,2014,2.12,154,15.2,23.0,241,60.7,0,4.0,-3.0,233,279,28.2,27,0.0,-2.9,45,60,24.4,24.4,23.6,92,113,73,34,Other
Spain,2015,2.18,158,17.8,26.0,256,64.9,0,3.0,0.0,239,281,27.3,28,0.0,-4.5,48,65,24.7,24.7,22.6,95,117,72,33,Other
Spain,2016,2.1,149,13.4,20.0,248,63.7,0,2.0,8.0,240,275,28.4,29,0.0,-3.4,49,65,24.1,24.1,22.8,94,118,71,33,Other
Spain,2017,2.13,153,19.0,24.0,264,65.2,0,3.0,9.0,247,276,31.7,31,0.0,-3.6,50,66,24.2,24.2,23.1,101,124,72,32,Other
Spain,2018,2.09,147,16.0,21.0,259,67.2,0,2.0,11.0,246,274,31.6,31,0.0,-4.3,51,68,23.6,23.6,23.2,101,124,70,33,Other
Spain,2019,2.0,134,7.8,9.0,240,66.2,0,0.0,7.0,242,273,36.1,35,0.0,-2.6,50,66,23.2,23.2,25.9,101,120,67,33,Other
Spain,2020,1.85,125,2.8,5.0,201,55.4,0,0.0,3.0,227,263,31.3,32,0.0,-4.6,43,56,24.3,24.3,29.3,80,108,68,34,Other
Spain,2021,1.88,128,5.3,5.0,216,58.0,0,0.0,1.0,235,274,33.9,34,0.0,-3.9,47,59,23.4,23.4,32.6,87,115,68,34,Other
Spain,2022,1.97,128,8.8,7.0,228,63.1,0,0.0,-20.0,230,292,33.9,33,0.0,-1.5,49,63,23.1,23.1,33.2,96,115,65,34,Other
Sweden,1990,1.12,187,4.1,5.0,53,17.0,0,1.0,-2.0,131,147,0.7,1,0.0,-2.1,15,18,31.6,31.6,0.0,18,47,167,30,Other
Sweden,1991,1.09,190,3.7,5.0,53,16.2,0,1.0,-1.0,132,147,0.7,1,0.0,-1.7,15,18,32.0,32.0,0.0,18,49,174,31,Other
Sweden,1992,1.15,194,3.6,5.0,53,17.0,0,1.0,-2.0,130,146,0.8,1,0.0,-2.4,16,21,29.8,29.8,0.0,18,46,169,29,Other
Sweden,1993,1.14,196,3.6,5.0,53,17.8,0,1.0,-1.0,131,146,0.9,1,0.0,-2.7,16,21,30.0,30.0,0.0,18,46,172,29,Other
Sweden,1994,1.12,198,4.0,5.0,56,18.2,0,1.0,0.0,130,143,0.9,1,0.0,-1.3,17,20,29.6,29.6,0.1,20,50,177,31,Other
Sweden,1995,1.1,190,4.2,5.0,55,17.8,0,1.0,-2.0,132,148,0.9,1,0.0,-2.0,16,21,29.4,29.4,0.1,19,50,172,32,Other
Sweden,1996,1.18,205,3.8,5.0,61,19.0,0,1.0,6.0,132,141,0.9,1,0.0,-1.7,18,22,28.9,28.9,0.1,21,51,174,32,Other
Sweden,1997,1.1,181,4.0,4.0,55,20.1,0,1.0,-3.0,132,149,0.9,1,0.0,-3.7,16,23,29.3,29.3,0.1,20,50,164,32,Other
Sweden,1998,1.1,177,3.7,4.0,56,19.8,0,1.0,-11.0,133,159,0.9,1,0.0,-2.4,17,22,29.4,29.4,0.2,20,51,160,34,Other
Sweden,1999,1.09,164,3.4,4.0,55,19.3,0,1.0,-7.0,133,155,0.9,1,0.0,-3.7,16,23,29.9,29.9,0.2,18,50,151,33,Other
Sweden,2000,1.08,148,3.6,4.0,51,20.3,0,1.0,5.0,135,145,0.9,1,0.0,-4.9,15,23,30.8,30.8,0.3,19,47,136,30,Other
Sweden,2001,1.04,148,3.7,5.0,52,19.5,0,1.0,-7.0,139,162,1.0,1,0.0,-3.3,15,21,31.7,31.7,0.3,19,50,143,34,Other
Sweden,2002,1.04,149,3.7,5.0,54,18.3,0,1.0,5.0,137,147,1.0,1,0.0,-2.4,15,20,31.0,31.0,0.4,20,52,143,32,Other
Sweden,2003,1.09,149,4.0,5.0,55,20.3,0,1.0,13.0,135,135,1.0,1,0.0,-2.4,15,19,31.2,31.2,0.5,23,50,137,31,Other
Sweden,2004,1.02,139,4.0,5.0,53,20.7,0,1.0,-2.0,135,152,1.0,1,0.0,-4.0,14,20,31.5,31.5,0.6,20,52,136,34,Other
Sweden,2005,0.99,128,3.9,5.0,51,20.0,0,1.0,-7.0,135,158,0.9,1,0.0,-2.9,14,20,32.1,32.1,0.6,20,51,129,34,Other
Sweden,2006,1.04,125,3.5,5.0,52,19.2,0,1.0,6.0,135,143,1.0,1,0.0,-3.5,13,20,32.2,32.2,0.7,20,50,120,32,Other
Sweden,2007,0.99,115,3.8,5.0,49,17.8,0,1.0,1.0,136,149,1.0,1,0.0,-2.6,13,18,32.1,32.1,1.0,19,50,116,33,Other
Sweden,2008,0.98,113,3.5,5.0,48,21.1,0,1.0,-2.0,133,150,0.9,1,0.0,-4.6,13,21,32.3,32.3,1.3,20,49,115,33,Other
Sweden,2009,0.98,108,2.2,4.0,44,19.1,0,1.0,5.0,128,137,1.2,1,0.0,-4.4,12,20,32.7,32.7,1.8,18,45,110,30,Other
Sweden,2010,0.98,114,3.9,5.0,49,19.4,0,1.0,2.0,137,149,1.6,2,0.0,-4.2,12,21,31.9,31.9,2.4,20,50,117,33,Other
Sweden,2011,0.92,101,3.6,4.0,45,18.8,0,1.0,-7.0,129,150,1.3,1,0.0,-3.1,11,20,31.8,31.8,4.1,19,49,111,33,Other
Sweden,2012,0.85,95,2.7,4.0,42,20.5,0,0.0,-20.0,132,167,1.1,1,0.0,-6.4,11,21,32.5,32.5,4.3,16,50,112,35,Other
Sweden,2013,0.83,91,2.8,4.0,41,16.9,0,1.0,-10.0,129,153,1.1,1,0.0,-2.8,11,18,32.3,32.3,6.4,17,49,109,35,Other
Sweden,2014,0.82,85,3.0,3.0,39,18.2,0,0.0,-16.0,127,154,0.9,1,0.0,-4.2,10,20,32.4,32.4,7.3,16,48,104,34,Other
Sweden,2015,0.88,81,2.9,3.0,39,19.3,0,0.0,-23.0,129,162,0.8,1,0.0,-6.5,10,21,32.7,32.7,10.1,15,44,92,34,Other
Sweden,2016,0.82,80,3.2,3.0,39,18.9,0,0.0,-12.0,132,156,0.9,1,0.0,-5.2,10,21,32.6,32.6,10.0,17,47,97,35,Other
Sweden,2017,0.8,77,2.9,3.0,39,18.7,0,0.0,-19.0,132,164,1.1,1,0.0,-7.4,10,21,32.3,32.3,10.9,14,49,97,36,Other
Sweden,2018,0.73,71,3.0,3.0,36,19.6,0,1.0,-17.0,132,163,1.1,1,0.0,-7.5,9,22,33.0,33.0,10.4,15,50,97,36,Other
Sweden,2019,0.73,68,2.8,3.0,36,16.4,0,0.0,-26.0,129,168,1.0,1,0.0,-3.0,9,18,32.5,32.5,12.2,16,49,93,37,Other
Sweden,2020,0.78,67,2.1,2.0,34,16.9,0,0.0,-25.0,128,164,1.4,1,0.0,-3.9,8,20,33.2,33.2,17.4,15,44,86,34,Other
Sweden,2021,0.78,69,2.3,3.0,37,17.6,0,0.0,-26.0,132,172,1.3,1,0.0,-9.0,9,21,33.1,33.1,16.7,11,47,89,36,Other
Sweden,2022,0.81,68,2.5,3.0,37,18.7,0,0.0,-33.0,125,173,0.7,1,0.0,-8.5,9,21,32.5,32.5,20.5,12,46,84,36,Other
Taiwan,1990,2.42,675,17.1,17.0,113,22.2,0,0.0,0.0,79,89,0.9,2,1.0,6.0,25,23,21.2,21.2,0.0,41,47,279,11,Other
Taiwan,1991,2.42,680,17.2,19.0,122,21.9,0,0.0,0.0,87,98,2.1,3,1.0,5.4,26,25,22.1,22.1,0.0,41,51,281,11,Other
Taiwan,1992,2.48,674,20.5,22.0,130,23.9,0,0.0,0.0,93,104,2.2,3,1.0,5.7,27,25,22.1,22.1,0.0,45,53,272,10,Other
Taiwan,1993,2.48,675,23.5,24.0,140,25.8,0,0.0,0.0,101,113,2.3,3,1.0,5.4,29,27,22.9,22.9,0.0,49,56,273,10,Other
Taiwan,1994,2.5,667,24.7,25.0,148,24.9,0,0.0,0.0,109,123,2.9,4,1.0,8.5,30,26,23.2,23.2,0.0,53,59,267,11,Other
Taiwan,1995,2.51,663,26.5,26.0,157,30.2,0,0.0,0.0,116,131,3.3,4,1.0,7.0,33,32,23.5,23.5,0.0,58,62,264,11,Other
Taiwan,1996,2.52,657,28.6,30.0,164,32.9,0,0.0,0.0,123,140,3.5,4,1.0,4.7,33,33,23.9,23.9,0.0,60,65,261,11,Other
Taiwan,1997,2.58,666,33.3,34.0,178,32.7,0,0.0,0.0,132,148,4.2,5,1.0,4.5,33,34,24.5,24.5,0.0,63,69,258,11,Other
Taiwan,1998,2.53,669,34.3,37.0,187,34.7,0,0.0,0.0,143,161,5.2,6,1.0,5.5,34,35,25.2,25.2,0.0,67,74,264,12,Other
Taiwan,1999,2.54,660,38.4,39.0,195,36.4,0,0.0,0.0,149,170,5.3,6,1.0,5.1,36,38,25.4,25.4,0.0,71,76,259,12,Other
Taiwan,2000,2.58,690,46.3,45.0,213,38.8,0,0.0,0.0,164,186,5.9,6,1.0,5.7,37,39,26.4,26.4,0.0,77,82,267,12,Other
Taiwan,2001,2.55,723,49.4,49.0,220,39.9,0,0.0,0.0,167,189,6.3,7,1.0,4.6,39,40,24.7,24.7,0.0,80,86,284,12,Other
Taiwan,2002,2.52,712,52.3,52.0,229,41.2,0,0.0,0.0,176,199,7.1,8,1.0,2.7,39,41,25.0,25.0,0.0,82,91,282,13,Other
Taiwan,2003,2.55,719,55.1,56.0,241,46.7,0,0.0,0.0,185,210,7.4,8,1.0,-1.4,41,47,25.1,25.1,0.0,85,94,282,13,Other
Taiwan,2004,2.53,700,60.9,58.0,250,52.9,0,0.0,0.0,195,219,9.2,10,1.0,-4.3,42,52,25.4,25.4,0.0,93,99,277,13,Other
Taiwan,2005,2.57,683,60.6,60.0,257,54.8,0,0.0,0.0,203,228,9.5,10,1.0,-7.3,41,53,26.2,26.2,0.0,92,100,265,13,Other
Taiwan,2006,2.58,666,62.8,63.0,264,52.4,0,0.0,0.0,210,236,10.3,10,0.0,-3.9,42,52,26.7,26.7,0.1,96,102,258,13,Other
Taiwan,2007,2.51,638,66.0,65.0,270,51.9,0,0.0,0.0,217,244,11.0,11,0.0,-2.8,44,52,26.0,26.0,0.2,99,107,254,13,Other
Taiwan,2008,2.48,604,64.5,63.0,257,47.9,0,0.0,0.0,214,239,12.0,12,0.0,-2.6,41,48,26.7,26.7,0.2,95,104,244,13,Other
Taiwan,2009,2.39,581,59.1,60.0,244,49.6,0,0.0,0.0,206,231,11.7,12,0.0,-5.2,41,50,25.8,25.8,0.3,91,102,243,13,Other
Taiwan,2010,2.4,563,64.1,63.0,261,46.1,0,0.0,0.0,222,247,14.7,15,0.0,0.7,42,47,26.0,26.0,0.4,99,109,234,13,Other
Taiwan,2011,2.46,555,67.6,67.0,267,41.9,0,0.0,0.0,227,252,16.1,16,0.0,0.4,39,43,27.1,27.1,0.6,98,108,225,13,Other
Taiwan,2012,2.45,535,65.9,66.0,263,46.6,0,0.0,0.0,226,250,16.9,17,0.0,-3.8,39,47,27.2,27.2,0.6,97,108,219,13,Other
Taiwan,2013,2.42,528,67.5,67.0,265,44.1,0,0.0,0.0,231,252,16.9,17,0.0,-1.6,40,45,26.7,26.7,0.8,99,110,219,14,Other
Taiwan,2014,2.42,518,67.3,68.0,270,45.4,0,0.0,0.0,236,260,17.9,18,0.0,0.1,41,45,26.9,26.9,0.8,102,112,214,14,Other
Taiwan,2015,2.45,515,66.2,65.0,271,44.2,0,0.0,0.0,235,258,19.1,20,0.0,0.5,42,45,26.8,26.8,0.9,102,111,210,12,Other
Taiwan,2016,2.48,516,65.9,66.0,275,45.2,0,0.0,0.0,240,264,19.9,20,0.0,0.3,42,45,27.2,27.2,1.0,104,111,208,11,Other
Taiwan,2017,2.55,515,67.9,68.0,283,44.4,0,0.0,0.0,245,270,22.2,23,0.0,0.8,41,44,28.0,28.0,1.3,106,111,202,9,Other
Taiwan,2018,2.49,495,66.8,67.0,279,45.8,0,0.0,0.0,250,276,22.4,22,0.0,-1.4,41,47,28.2,28.2,1.6,105,112,198,10,Other
Taiwan,2019,2.45,461,67.6,65.0,268,46.1,0,0.0,0.0,249,274,22.1,22,0.0,-4.4,38,46,29.0,29.0,2.2,103,110,188,12,Other
Taiwan,2020,2.48,443,63.4,63.0,267,38.3,0,0.0,0.0,255,280,23.7,24,0.0,2.1,38,39,29.6,29.6,3.0,101,107,178,11,Other
Taiwan,2021,2.37,412,67.5,65.0,264,39.3,1,0.0,0.0,268,291,25.9,26,0.0,0.6,39,42,29.6,29.6,3.5,104,111,174,11,Other
Taiwan,2022,2.55,417,63.8,61.0,274,42.1,1,0.0,0.0,265,288,26.7,27,0.0,-3.8,36,43,31.1,31.1,5.0,101,107,163,10,Other
Thailand,1990,1.92,209,0.3,13.0,82,9.7,3,12.0,1.0,38,44,0.0,6,6.0,7.5,17,12,11.3,11.3,0.0,18,42,109,27,Other
Thailand,1991,1.97,214,0.5,15.0,90,9.5,3,15.0,1.0,43,50,0.0,8,8.0,7.9,18,13,12.1,12.1,0.0,18,46,108,30,Other
Thailand,1992,2.02,216,0.5,16.0,99,12.3,4,15.0,0.0,49,57,0.0,8,8.0,7.9,20,15,12.6,12.6,0.0,21,49,107,31,Other
Thailand,1993,2.16,225,1.1,17.0,112,14.9,4,16.0,1.0,56,63,0.0,10,9.0,8.7,24,18,13.3,13.3,0.0,25,52,104,30,Other
Thailand,1994,2.2,235,1.5,19.0,126,18.4,4,17.0,1.0,63,71,0.0,11,11.0,8.3,27,22,13.3,13.3,0.0,28,57,107,32,Other
Thailand,1995,2.28,245,2.4,21.0,142,21.2,4,18.0,1.0,71,80,0.0,11,11.0,8.9,30,24,13.7,13.7,0.0,32,62,107,33,Other
Thailand,1996,2.3,262,4.0,25.0,160,29.2,5,21.0,1.0,77,90,0.0,13,13.0,4.4,34,33,13.3,13.3,0.0,37,70,114,37,Other
Thailand,1997,2.32,276,3.3,26.0,164,33.5,6,23.0,1.0,82,93,0.0,16,16.0,-1.7,34,38,14.0,14.0,0.0,34,71,119,40,Other
Thailand,1998,2.25,272,1.6,22.0,149,31.1,6,20.0,1.0,80,90,0.0,17,17.0,-2.8,30,35,15.1,15.1,0.0,30,66,121,40,Other
Thailand,1999,2.2,271,3.1,22.0,156,32.5,6,18.0,2.0,81,90,0.0,19,19.0,-3.0,32,38,14.1,14.1,0.0,32,71,124,42,Other
Thailand,2000,2.16,261,4.2,22.0,157,30.6,8,18.0,3.0,88,96,2.2,22,20.0,-3.4,31,38,14.8,14.8,0.0,32,73,121,44,Other
Thailand,2001,2.21,266,4.9,25.0,165,31.1,8,20.0,3.0,92,102,6.5,26,19.0,-5.0,31,39,15.0,15.0,0.0,35,75,120,43,Other
